,LOAN_ID,PBAL_BEG_PERIOD,PRNCP_PAID,INT_PAID,FEE_PAID,DUE_AMT,RECEIVED_AMT,PERIOD_END_LSTAT,PBAL_END_PERIOD,MOB,CO,COAMT,VINTAGE,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,disbursement_method,RECEIVED_D_dummy,VINTAGE_dummy,emp_title_dummy,emp_length_dummy,desc_dummy,title_dummy,mths_since_last_delinq_dummy,mths_since_last_record_dummy,revol_util_dummy,last_pymnt_d_dummy,mths_since_last_major_derog_dummy,tot_coll_amt_dummy,tot_cur_bal_dummy,open_acc_6m_dummy,open_act_il_dummy,open_il_12m_dummy,open_il_24m_dummy,mths_since_rcnt_il_dummy,total_bal_il_dummy,il_util_dummy,open_rv_12m_dummy,open_rv_24m_dummy,max_bal_bc_dummy,all_util_dummy,total_rev_hi_lim_dummy,inq_fi_dummy,total_cu_tl_dummy,inq_last_12m_dummy,acc_open_past_24mths_dummy,avg_cur_bal_dummy,bc_open_to_buy_dummy,bc_util_dummy,mo_sin_old_il_acct_dummy,mo_sin_old_rev_tl_op_dummy,mo_sin_rcnt_rev_tl_op_dummy,mo_sin_rcnt_tl_dummy,mort_acc_dummy,mths_since_recent_bc_dummy,mths_since_recent_bc_dlq_dummy,mths_since_recent_inq_dummy,mths_since_recent_revol_delinq_dummy,num_accts_ever_120_pd_dummy,num_actv_bc_tl_dummy,num_actv_rev_tl_dummy,num_bc_sats_dummy,num_bc_tl_dummy,num_il_tl_dummy,num_op_rev_tl_dummy,num_rev_accts_dummy,num_rev_tl_bal_gt_0_dummy,num_sats_dummy,num_tl_120dpd_2m_dummy,num_tl_30dpd_dummy,num_tl_90g_dpd_24m_dummy,num_tl_op_past_12m_dummy,pct_tl_nvr_dlq_dummy,percent_bc_gt_75_dummy,tot_hi_cred_lim_dummy,total_bal_ex_mort_dummy,total_bc_limit_dummy,total_il_high_credit_limit_dummy,revol_bal_joint_dummy,sec_app_fico_range_low_dummy,sec_app_fico_range_high_dummy,sec_app_earliest_cr_line_dummy,sec_app_inq_last_6mths_dummy,sec_app_mort_acc_dummy,sec_app_open_acc_dummy,sec_app_revol_util_dummy,sec_app_open_act_il_dummy,sec_app_num_rev_accts_dummy,sec_app_chargeoff_within_12_mths_dummy,sec_app_collections_12_mths_ex_med_dummy,sec_app_mths_since_last_major_derog_dummy,zip_code_dummy,addr_state_dummy,ecl_issue,last_loan_status
13,55716,2458.739558,87.9467487,51.20325131,0,139.15,139.15,Current,2370.79281,14,0,0,16Q3,3500,3500,3500,36,24.99%,139.15,E,E4,Receptionist,< 1 year,RENT,30784,Not Verified,n,debt_consolidation,Debt consolidation,16.96,0,665,669,4,,28,14,1,7849,74%,36,w,2189.36,2189.36,2288.85,2288.85,1310.64,978.21,0,0,0,639,635,0,70,1,Individual,0,0,8351,0,1,0,0,50,502,8,4,13,1158,74,10650,2,4,6,13,596,907,79,0,0,160,127,7,7,0,7,,2,,1,7,13,14,17,11,13,25,13,14,,0,0,4,69,85.7,1,0,16579,8351,6350,5929,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162,Current
14,55716,2370.79281,89.77823974,49.37176026,0,139.15,139.15,Current,2281.01457,15,0,0,16Q3,3500,3500,3500,36,24.99%,139.15,E,E4,Receptionist,< 1 year,RENT,30784,Not Verified,n,debt_consolidation,Debt consolidation,16.96,0,665,669,4,,28,14,1,7849,74%,36,w,2189.36,2189.36,2288.85,2288.85,1310.64,978.21,0,0,0,639,635,0,70,1,Individual,0,0,8351,0,1,0,0,50,502,8,4,13,1158,74,10650,2,4,6,13,596,907,79,0,0,160,127,7,7,0,7,,2,,1,7,13,14,17,11,13,25,13,14,,0,0,4,69,85.7,1,0,16579,8351,6350,5929,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162,Current
15,56121,8000,201.8933333,43.26666667,0,245.16,245.16,Current,7798.106667,1,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
16,56121,7798.106667,202.9852398,42.17476022,0,245.16,245.16,Current,7595.121427,2,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
17,56121,7595.121427,204.0830516,41.07694838,0,245.16,245.16,Current,7391.038375,3,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
18,56121,7391.038375,205.1868008,39.97319921,0,245.16,245.16,Current,7185.851575,4,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
19,56121,7185.851575,206.2965194,38.8634806,0,245.16,245.16,Current,6979.555055,5,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
20,56121,6979.555055,207.4122397,37.74776026,0,245.16,245.16,Current,6772.142815,6,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
21,56121,6772.142815,208.5339943,36.62600573,0,245.16,245.16,Current,6563.608821,7,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
22,56121,6563.608821,209.6618156,35.49818438,0,245.16,245.16,Current,6353.947005,8,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
23,56121,6353.947005,210.7957366,34.36426339,0,245.16,245.16,Current,6143.151269,9,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
24,56121,6143.151269,211.9357902,33.22420978,0,245.16,245.16,Current,5931.215479,10,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
25,56121,5931.215479,213.0820096,32.07799038,0,245.16,245.16,Current,5718.133469,11,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
26,56121,5718.133469,214.2344282,30.92557184,0,245.16,245.16,Current,5503.899041,12,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
27,56121,5503.899041,215.3930794,29.76692065,0,245.16,245.16,Current,5288.505962,13,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
28,56121,5288.505962,216.5579969,28.60200308,0,245.16,245.16,Current,5071.947965,14,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
29,56121,5071.947965,217.7292148,27.43078524,0,245.16,245.16,Current,4854.21875,15,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
30,56121,4854.21875,218.9067669,26.25323307,0,245.16,245.16,Current,4635.311983,16,0,0,16Q1,8000,8000,8000,36,6.49%,245.16,A,A2,Maintenance ,10+ years,MORTGAGE,65000,Not Verified,n,home_improvement,Home improvement,10.84,0,705,709,0,,42,5,1,3012,35.40%,11,w,3522.89,3522.89,5145.48,5145.48,4477.11,668.37,0,0,0,659,655,0,,1,Individual,0,0,74131,0,2,0,1,15,17290,73,0,1,1569,63,8500,2,0,1,3,14826,5488,35.4,0,0,166,35,16,12,3,16,,3,,0,2,2,2,2,5,2,3,2,5,0,0,0,1,100,0,1,0,87102,20302,8500,23822,,,,,,,,,,,,,,Cash,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168,Current
